"고유번호","언어","상호명","콘텐츠URL","주소","신주소","전화번호","팩스번호","웹사이트","운영시간","운영요일","휴무일","교통정보","태그","장애인편의시설"
"23606","ko","혜화문","https://korean.visitseoul.net/attractions/Hyehwamun/KOP023606?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP023606","110-530 서울 종로구 혜화동 28-5 ","03076 서울 종로구 창경궁로 307 (혜화동, 혜화문) ","02-120","","","24시간","월요일~일요일","연중무휴","지하철 4호선 한성대입구역 5번 출구,  192m"," 동소문, 혜화, 4소문, 성곽,도성, 한성대입구역, 사소문, 동대문, 혜화동, 북동방,혜화문,성문",""
"5548","ko","호림박물관 (신사분관)","https://korean.visitseoul.net/attractions/호림박물관신사분관/KOP005546?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP005546","135-897 서울 강남구 신사동 651-24 ","06021 서울 강남구 도산대로 317 (신사동, 호림아트센터 1빌딩) ","02-541-3525","","https://www.horimmuseum.org/ko","AM 10:30 ~ PM 06:00 (입장 마감 PM 5:00)  - 7/27~9/1 신사분관 전시 교체로 인한 임시휴관 ","화요일 ~ 토요일","-매주 월, 일 -1월 1일 -설날, 추석 연휴","지하철 수인분당선 압구정로데오역 5번 출구,  635m"," 압구정로데오역,강남,강남구청역, 호림박물관신사분관, 고미술, 박물관,신사동, 전시, 현대미술, 호림박물관,신사역",""
"48960","ko","호호재 서울","https://korean.visitseoul.net/attractions/hohojae-seoul/KOPbnvhzx?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPbnvhzx"," 서울 종로구 팔판동 63-6 ","03054 서울 종로구 삼청로 71-7 (팔판동) ","0507-1363-8598","","https://www.instagram.com/hohojae_seoul","화-일 11:00-19:00","","매주 월요일","지하철 3호선 안국역 2번출구, 830m","호호재갤러리,한옥갤러리,삼청동전시,갤러리투어,한국작가",""
"41095","ko","잠실대교","https://korean.visitseoul.net/attractions/잠실대교/KOP041095?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP041095"," 서울 송파구 잠실동 1-1 ","05502 서울 송파구 한가람로 65 (잠실동, 한강사업본부 잠실안내센터) ","","","","","","","지하철 2/8호선 잠실역 7번 출구,  824m","서울,야경,다리,잠실대교,잠실,한강",""
"50022","ko","통의동 골목","https://korean.visitseoul.net/attractions/TonguidongAlley/KOPymxesx?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPymxesx"," 서울 종로구 통의동 35-15 ","03044 서울 종로구 통의동 35-15 ","","","","","","","지하철 3호선 경복궁역 3번출구, 229m","영추문길,통의동 골목,서촌,경복궁,보안여관,통의동 백송터,추사김정희집터,겸재정선집터,대림미술관",""
"4102","ko","홍지문 탕춘대성","https://korean.visitseoul.net/attractions/홍지문-탕춘대성/KOP004101?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP004101"," 서울 종로구 홍지동 산 4번지","03021 서울특별시 종로구 세검정로 212 (홍지동) ","02-120","","","상시개방","","","지하철 3호선 경복궁역 3번 출구,  상명대 방면 버스 이용 상명대학교 앞 하차","홍지문,유적지,서대문,홍지문탕춘대성,탕춘대성,홍지동,역사,북한산성",""
"49336","ko","회현쇼핑센터 물품보관소","https://korean.visitseoul.net/attractions/LuggageStorage20/KOPag5ihs?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPag5ihs"," 서울 중구 충무로1가 52-41 ","04535 서울 중구 소공로 지하 58 (충무로1가, 회현지하쇼핑센터) 마 24호","","","","","","","","회현쇼핑센터 물품보관소",""
"28330","ko","훼드라","https://korean.visitseoul.net/attractions/훼드라/KOP028330?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP028330","  ","03789 서울 서대문구 연세로5길 32 ","02-323-3201","","","12:00~02:00","매일","없음","지하철 2호선 신촌역 1번 출구,  170m","라면,분식,오래가게,신촌,연세대,해장,매운라면",""
"43491","ko","휘가로","https://korean.visitseoul.net/attractions/2023014/KOPuel8q4?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPuel8q4"," 서울 관악구 신림동 241-24 ","08814 서울 관악구 신림로11길 20 (신림동) ","02-889-1722","","","16:00~손님들이 원하는 시간까지","매일","없음","지하철 신림선 서울대벤처타운역 2번 출구,  617m ","호프,맥주,오래가게,서울대,관악구,녹두거리",""
"47031","ko","창덕궁 후원 ","https://korean.visitseoul.net/attractions/2024-cdggarden/KOPl8f5md?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPl8f5md"," 서울 종로구 와룡동 2-71 ","03072 서울 종로구 율곡로 99 (와룡동, 창덕궁) ","02-3668-2300","","https://royal.khs.go.kr/ROYAL/contents/R702000000.do","한국어 11~2월 10:00~15:00 (1시간 간격으로 입장 가능)  3~10월 10:00~16:00 (1시간 간격으로 입장 가능)  영어 12~2월 10:30 / 11:30 / 14:30  3~11월 10:30 / 11:30 / 14:30 / 15:30  일본어 1~12월 13:30 (매주 수,금,일요일 운영)  중국어 1~12월 12:30 (매주 화,목,토요일 운영)  * 언어권별 입장 제한 1회당 100명 (인터넷 예매 50명+현장발매 50명) * 후원 외국인 관람 시간 내국인 입장 불가 (단, 외국인 동반자가 있는 경우 내국인 최대 2명까지 입장 가능)","화요일 ~ 일요일 ","매주 월요일 휴관(정기휴관일이 공휴일 및 대체휴일과 겹칠 경우에는 개방하며, 그다음의 첫번째 비공휴일이 정기휴일임) ","지하철 3호선 안국역 3번 출구,  389m","창덕궁,정원,창덕궁후원",""
"3266","ko","창의문","https://korean.visitseoul.net/attractions/창의문/KOP003266?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP003266","110-030 서울시 종로구 부암동 277-11 ","03020 서울특별시 종로구 창의문로 118  (부암동) ","02-730-9924","","","","","","지하철 3호선 경복궁역 3번 출구, 1020, 7022번 지선버스 탑승, 자하문고개.윤동주문학관 하차,  51m ","성곽,광화문,창의문,성곽길,한양도성,북문,유적지,경복궁역,북악산,자하문",""
"45465","ko","채석장 전망대","https://korean.visitseoul.net/attractions/2024-Chaeseokjangjeonmangdae/KOPauov7d?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPauov7d"," 서울 종로구 창신동 23-322 ","03091 서울 종로구 낙산5길 51 (창신동) ","0507-1330-5416","","","화요일~금요일 10:00 ~ 20:00  토요일~일요일 10:00 ~ 22:00","화요일~일요일","매주 월요일","지하철6호선 창신역 1번 출구, 708m","창신동,카페,채석장전망대,전망대",""
"4696","ko","청계천박물관","https://korean.visitseoul.net/attractions/청계천문화관/KOP004693?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP004693","133-814 서울 성동구 마장동 527-4 ","04704 서울 성동구 청계천로 530 (마장동, 청계천박물관) ","02-2286-3410","","https://museum.seoul.go.kr/cgcm/index.do","09:00 ~ 18:00","화요일~일요일","-월요일 -1월 1일","지하철 2호선 용두역 5번 출구,  497m"," 생태,두물다리, 청계천박물관, 청계천문화관,청계천,역사,전시관, 제기동역",""
"50914","ko","청송본관함흥냉면","https://korean.visitseoul.net/attractions/Cheongsong-HamheungNaengmyeon/KOPw216z4?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPw216z4"," 서울 서대문구 연희동 193-6 ","03708 서울 서대문구 연희맛로 6 (연희동, 에스빌딩) ","02-334-3545","","","10:30~20:20 (라스트오더 20:00) ","월~토요일 ","일요일","지하철 2호선/경의중앙선/공항철도 홍대입구역 3번 출구, 1km","서대문구,오래가게,냉면,연희동,함흥냉면,회냉면,녹두전,만두",""
"5538","ko","청와대","https://korean.visitseoul.net/attractions/청와대/KOP005538?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP005538","110-820 서울 종로구 세종로 1 ","03048 서울 종로구 청와대로 1 (세종로) ","1522-7760","","https://www.opencheongwadae.kr/mps","3월~11월 09:00 ~ 18:00 (입장마감 17:00 / 실내입장마감 17:30) 12월~2월 09:00 ~ 17:30 (입장마감 16:30 / 실내입장마감 17:00) *2025년 8월 1일~ 관람 임시 중단. 자세한 사항은 홈페이지를 참고해주세요.","","화요일에는 개방하지 않습니다. (*다만 화요일이 공휴일 또는 대체공휴일과 겹치는 경우에는 화요일은 정상 개방되며, 그 다음날이 휴관일이 된다.)","지하철 3호선 경복궁역 3번 출구,  984m","대통령,종로가볼만한곳,관저,서울여행명소,대한민국대통령관저,사랑채,청와대,청와대지도,대통령집무실,청와대위치,서울종로구,청와대관람,청와대대통령,청와대주소",""
"45458","ko","창신동 절벽마을","https://korean.visitseoul.net/attractions/2024-changsincliff/KOPgvo4y2?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPgvo4y2"," 서울 종로구 창신동 23-322 ","03091 서울 종로구 낙산5길 51 ","","","","","","","지하철 6호선 창신역 1번 출구,  708m ","서울가볼만한곳, 창신동, 대한민국현대사,창신동절벽마을",""
"49872","ko","청담대교","https://korean.visitseoul.net/attractions/CheongdamdaegyoBridge/KOP87afpd?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP87afpd"," 서울 광진구 자양동 97-5 ","05089 서울 광진구 강변북로 68 ","","","","","","","지하철 7호선 자양역 3번출구, 390m","케이팝 데몬 헌터스,영화 어벤져스2,7호선자양역,한강다리,청담대교,영화 촬영지,애니메이션",""
"28328","ko","춘추사","https://korean.visitseoul.net/attractions/춘추사/KOP028328?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP028328"," 서울 서대문구 대현동 53-4 ","03767 서울 서대문구 이화여대8길 10 ","02-312-6661","","","10:00~18:00 (휴게시간 12:00~13:00)","월요일~금요일 ","주말, 공휴일","지하철 2호선 이대역 3번 출구,  243m","학위복판매,졸업식,추억,석사복,학위복대여,박사복,이대,오래가게",""
"28053","ko","코끼리분식","https://korean.visitseoul.net/attractions/2023029/KOP028053?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP028053"," 서울 마포구 도화동 345-4 ","04172 서울 마포구 도화2길 3 (도화동) ","02-717-9061","","https://www.instagram.com/koggiri_mapo_line5/","09:30~21:00(라스트오더 20:30)","매일","매달 1, 3번째 월요일 정기휴무 ","지하철 5호선 마포역 3번 출구,  270m","공덕,볶음밥,마포떡볶이골목,분식,오래가게,즉석떡볶이",""
"50922","ko","코스모스 분식","https://korean.visitseoul.net/attractions/CosmosBunsik/KOP1k0rxn?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP1k0rxn"," 서울 은평구 구산동 1-16 ","03412 서울 은평구 연서로15길 2 (구산동) ","02-358-6623","","","10:00~20:00 (라스트오더 19:30)","매일","","지하철 6호선 구산역 3번 출구, 107m","오래가게,떡볶이,즉석떡볶이,짜장떡볶이,분식,예일여고,구산역",""
"43610","ko","터방내","https://korean.visitseoul.net/attractions/202325/KOP5gojtd?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP5gojtd"," 서울 동작구 흑석동 184-19 ","06910 서울 동작구 흑석로 101-7 ","02-813-4434","","","11:00~24:00","월요일~토요일","일요일","지하철 9호선 흑석역 4번 출구,  322m ","오래가게,다방,중앙대,분위기,카페,흑석동,사이폰커피",""
"3085","ko","토탈미술관","https://korean.visitseoul.net/attractions/토탈미술관/KOP003085?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP003085","110-848 서울 종로구 평창동 465-16 465-16","03004 서울 종로구 평창32길 8 ","02-379-7037","","http://www.totalmuseum.org","화~일 13:00 ~ 18:00 (입장마감 17:30)","화~일","-월 -공휴일 -전시준비기간 휴관 ","지하철 3호선 경복궁역 3번출구,  1020, 1711 롯데.삼성아파트에서 하차 지하철 4호선 길음역 3번출구,  7211,110 롯데.삼성아파트에서 하차 "," 미술관, 예술, 길음역, 음악회,아트숍,평창동, 김종영갤러리, 전시, 토탈미술관, 가나아트센터,경복궁역,야외공연장",""
"25930","ko","통문관","https://korean.visitseoul.net/attractions/통문관/KOP025930?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP025930"," 서울 종로구 관훈동 147 ","03145 서울 종로구 인사동길 55-1 ","02-734-4092","","http://www.tongmunkwan.co.kr/","평일 10:30~17:00 토요일 11:00~15:00","","토요일 비정기, 일요일 정기","지하철 3호선 안국역 6번 출구,  200m"," 고서, 희귀본,오래가게, 인문학서점, 쌈지길, 서점, 서울미래유산",""
"50415","ko","페이스갤러리 서울","https://korean.visitseoul.net/attractions/pacegallery/KOPet80lf?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPet80lf"," 서울 용산구 한남동 740-1 ","04348 서울 용산구 이태원로 267 페이스갤러리 ","02-790-9388","","https://www.pacegallery.com/","10:00-18:00","","매주 일요일, 월요일","지하철 6호선 한강진역 1번출구, 185m","미술전시,서울전시,서울갤러리,한강진갤러리,페이스갤러리",""
"50932","ko","평택 고여사집 냉면","https://korean.visitseoul.net/attractions/Pyeongtaek-GoyeosaJip/KOPs9xa69?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPs9xa69"," 서울 서대문구 연희동 193-13 ","03708 서울 서대문구 연희로 81-9 (연희동) ","02-392-7461","","","11:00~20:00 (브레이크타임 16:00~17:00, 라스트오더 19:30) ","화~일요일 ","월요일 ","지하철 2호선/경의중앙선/공항철도 홍대입구역 3번출구, 1km","수육,연희동,신촌,오래가게,냉면,평양냉면,평택",""
"43614","ko","평택쌀상회","https://korean.visitseoul.net/attractions/2023017/KOPcqfhjg?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPcqfhjg","  ","08568 서울 금천구 독산로40길 27-5 ","02-895-4825","","","08:00~20:00","매일","없음","지하철 1호선 금천구청역 1번 출구,  1.4km"," 시흥동, 소면, 금천구,오래가게,곡류, 국수",""
"50927","ko","태조대림감자국","https://korean.visitseoul.net/attractions/TaejoDaerim/KOPlh5poa?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPlh5poa"," 서울 은평구 응암동 603-74 ","03478 서울 은평구 응암로 172 (응암동) ","02-306-6535","","","00:00~24:00(24시간 영업) ","매일 ","","지하철 6호선 새절역 2번 출구, 774m","응암동,대림시장,감자국,감자탕,24시간,오래가게,응암동감자국거리,뼈찜",""
"42255","ko","피겨앤그라운드","https://korean.visitseoul.net/attractions/피겨앤그라운드/KOP042255?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP042255"," 서울 강남구 신사동 543 ","06036 서울 강남구 논현로153길 53 (신사동, 피겨앤그라운드) ","","","","1층 카페(컨플릭트스토어) 매일 10:00 ~ 22:00","","","지하철 3호선/ 신분당선  신사역 8번 출구,  541m","피겨앤그라운드",""
"2126","ko","한강 이랜드크루즈","https://korean.visitseoul.net/attractions/한강-이랜드크루즈/KOP002126?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP002126","150-897 서울 영등포구 여의도동 85-1,  서울 송파구 잠실동 1-2 ","07337 서울 영등포구 여의동로 280 이랜드크루즈 매표소,  서울 송파구 백제고분로 2 잠실 이크루즈 ","02-6291-6900","","http://www.elandcruise.com/","10:00 ~ 22:00 (운항 코스별 상이) - 출발지, 회항/편도 노선에 따라 소요 시간 상이  - 자세한 운행 시간은 홈페이지 참고 혹은 전화 문의 부탁드립니다. ","월요일~일요일 (운항 코스별 상이) ","천재지변, 기상 악화시","여의도 선착장 : 지하철 5호선 여의나루역 3번 출구,  613m 잠실 선착장 : 지하철 2호선 잠실새내역 6번 출구,  999m","한강이랜드크루즈,런닝맨,이랜드크루즈,진성나루,자연,이랜드크루즈뷔페,한강데이트,여의나루역,여의도,한강유람선,이랜드크루즈애슐리,하천",""
